,id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,content_age,is_movie,watch_category
1632,tm321785,Lens,MOVIE,"['thriller', 'drama']",2016,0,1970-01-01 00:00:00.000000109,"['thriller', 'drama']",['IN'],0.0,tt4818776,6.6,1212.0,2.331,7.1,10,1,Average
1633,tm283938,Selfie 69,MOVIE,"['romance', 'comedy', 'action', 'european']",2016,0,1970-01-01 00:00:00.000000116,"['romance', 'comedy', 'action', 'european']",['RO'],0.0,tt4796634,6.1,1700.0,3.992,6.8,10,1,Average
1634,tm228839,Ali Baba and the 7 Dwarfs,MOVIE,"['comedy', 'action', 'drama']",2015,PG-13,1970-01-01 00:00:00.000000114,"['comedy', 'action', 'drama']",['TR'],0.0,tt6450052,5.8,19834.0,4.029,5.2,11,1,Low Rated
1635,tm272012,Ghost Patrol,MOVIE,['animation'],2016,0,1970-01-01 00:00:00.000000050,['animation'],['CA'],0.0,tt6111628,5.1,221.0,2.6,4.5,10,1,Low Rated
1636,tm219817,Talvar,MOVIE,"['thriller', 'crime', 'drama']",2015,PG,1970-01-01 00:00:00.000000132,"['thriller', 'crime', 'drama']",['IN'],0.0,tt4934950,8.1,34659.0,7.577,7.5,11,1,Highly Rated
1637,tm230426,"Liar, Liar, Vampire",MOVIE,"['comedy', 'family']",2015,G,1970-01-01 00:00:00.000000066,"['comedy', 'family']",['US'],0.0,tt4448304,5.8,940.0,9.114,7.1,11,1,Low Rated
1638,tm239769,I'll Sleep When I'm Dead,MOVIE,['documentation'],2016,0,1970-01-01 00:00:00.000000082,['documentation'],['US'],0.0,tt4679136,6.6,1358.0,5.041,6.5,10,1,Average
1639,tm208628,Dil Dhadakne Do,MOVIE,"['drama', 'comedy', 'romance']",2015,PG-13,1970-01-01 00:00:00.000000170,"['drama', 'comedy', 'romance']",['IN'],0.0,tt4110568,7.0,17149.0,7.728,6.8,11,1,Good
1640,tm66466,Wazir,MOVIE,"['thriller', 'crime', 'action', 'drama']",2016,PG-13,1970-01-01 00:00:00.000000103,"['thriller', 'crime', 'action', 'drama']",['IN'],0.0,tt0315642,7.2,18681.0,6.966,6.6,10,1,Good
1641,tm228657,Cosmos Laundromat,MOVIE,['fantasy'],2015,0,1970-01-01 00:00:00.000000012,['fantasy'],['NL'],0.0,0,0.0,0.0,2.931,6.6,11,1,Low Rated
1642,tm245155,The Worthy,MOVIE,"['scifi', 'thriller', 'family', 'fantasy', 'action', 'european']",2016,0,1970-01-01 00:00:00.000000095,"['scifi', 'thriller', 'family', 'fantasy', 'action', 'european']",['AE'],0.0,tt4943218,5.1,1981.0,5.506,4.8,10,1,Low Rated
1643,tm232930,Kyaa Kool Hain Hum 3,MOVIE,['comedy'],2016,0,1970-01-01 00:00:00.000000124,['comedy'],['IN'],0.0,tt5290620,1.9,4341.0,3.768,3.1,10,1,Low Rated
1644,tm245722,Chronically Metropolitan,MOVIE,"['drama', 'comedy']",2016,0,1970-01-01 00:00:00.000000086,"['drama', 'comedy']",['US'],0.0,tt5078796,5.0,1503.0,4.043,5.2,10,1,Low Rated
1645,tm245911,1898: Our Last Men in the Philippines,MOVIE,"['drama', 'history', 'war', 'european']",2016,PG-13,1970-01-01 00:00:00.000000130,"['drama', 'history', 'war', 'european']",['ES'],0.0,tt5698568,6.5,3281.0,9.711,6.5,10,1,Average
1646,tm244079,Sofía Niño de Rivera: Exposed,MOVIE,['comedy'],2016,0,1970-01-01 00:00:00.000000080,['comedy'],['MX'],0.0,tt5886430,7.3,299.0,2.319,7.4,10,1,Good
1647,tm266629,Russell Peters: Almost Famous,MOVIE,['comedy'],2016,0,1970-01-01 00:00:00.000000073,['comedy'],['US'],0.0,tt5946232,6.5,1882.0,3.53,6.7,10,1,Average
1648,ts52950,Miss in Kiss,SHOW,"['comedy', 'drama']",2016,TV-14,1970-01-01 00:00:00.000000036,"['comedy', 'drama']",['TW'],1.0,tt6954524,7.7,98.0,4.001,8.0,10,0,Good
1649,tm215911,Ludo,MOVIE,"['horror', 'thriller', 'fantasy']",2015,0,1970-01-01 00:00:00.000000090,"['horror', 'thriller', 'fantasy']",['IN'],0.0,tt3724898,2.8,825.0,2.932,2.9,11,1,Low Rated
1650,tm232855,Everything About Her,MOVIE,"['comedy', 'drama']",2016,0,1970-01-01 00:00:00.000000126,"['comedy', 'drama']",['PH'],0.0,tt3860092,7.1,328.0,2.675,8.1,10,1,Good
1651,tm257629,#FollowFriday,MOVIE,['thriller'],2016,0,1970-01-01 00:00:00.000000090,['thriller'],['US'],0.0,tt5233106,2.7,382.0,3.26,3.6,10,1,Low Rated
1652,tm234773,Eddie: Strongman,MOVIE,['documentation'],2015,0,1970-01-01 00:00:00.000000098,['documentation'],['GB'],0.0,tt4334636,7.4,1158.0,2.802,6.8,11,1,Good
1653,tm208713,Gabbar Is Back,MOVIE,"['drama', 'action', 'crime', 'comedy']",2015,PG-13,1970-01-01 00:00:00.000000130,"['drama', 'action', 'crime', 'comedy']",['IN'],0.0,tt2424988,7.2,24676.0,6.772,7.2,11,1,Good
1654,tm218683,The Massively Mixed-Up Middle School Mystery,MOVIE,['comedy'],2015,0,1970-01-01 00:00:00.000000039,['comedy'],['XX'],0.0,tt3521770,7.3,78.0,1.784,0.0,11,1,Good
1655,tm234466,Jonah,MOVIE,"['thriller', 'drama', 'romance', 'family']",2016,PG,1970-01-01 00:00:00.000000097,"['thriller', 'drama', 'romance', 'family']",['BR'],0.0,tt4789272,5.4,230.0,3.027,6.0,10,1,Low Rated
1656,ts78442,Coach Snoop,SHOW,['documentation'],2016,TV-MA,1970-01-01 00:00:00.000000029,['documentation'],['US'],2.0,tt5697642,6.8,583.0,2.274,7.8,10,0,Average
1657,tm340927,Motu Patlu: King Of Kings,MOVIE,"['animation', 'comedy']",2016,G,1970-01-01 00:00:00.000000109,"['animation', 'comedy']",['IN'],0.0,tt6278732,6.8,157.0,1.903,9.0,10,1,Average
1658,tm311456,Sen Benim HerŞeyimsin,MOVIE,['comedy'],2016,0,1970-01-01 00:00:00.000000107,['comedy'],['TR'],0.0,tt5748380,6.2,2667.0,1.91,6.3,10,1,Average
1659,tm238717,Barakah Meets Barakah,MOVIE,"['romance', 'comedy']",2016,0,1970-01-01 00:00:00.000000088,"['romance', 'comedy']",['SA'],0.0,tt5435084,6.3,1681.0,1.775,6.5,10,1,Average
1660,ts42347,Word Party,SHOW,"['animation', 'family']",2016,TV-Y,1970-01-01 00:00:00.000000020,"['animation', 'family']",['US'],5.0,tt5235950,5.7,349.0,7.049,8.3,10,0,Low Rated
1661,tm233015,Fitoor,MOVIE,"['drama', 'romance']",2016,0,1970-01-01 00:00:00.000000131,"['drama', 'romance']",['IN'],0.0,tt4399594,5.4,4787.0,3.791,5.8,10,1,Low Rated
1662,tm211273,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),MOVIE,['comedy'],2015,0,1970-01-01 00:00:00.000000078,['comedy'],['US'],0.0,tt4705606,6.8,1506.0,5.005,6.9,11,1,Average
1663,tm230927,Puerto Ricans in Paris,MOVIE,['comedy'],2015,R,1970-01-01 00:00:00.000000082,['comedy'],['US'],0.0,tt3730510,5.3,1824.0,6.561,5.7,11,1,Low Rated
1664,tm273933,Reggie Watts: Spatial,MOVIE,"['comedy', 'music']",2016,0,1970-01-01 00:00:00.000000061,"['comedy', 'music']",['US'],0.0,tt5861260,6.0,503.0,3.124,5.7,10,1,Average
1665,tm245293,You Are My Sunday,MOVIE,"['drama', 'comedy']",2016,0,1970-01-01 00:00:00.000000119,"['drama', 'comedy']",['IN'],0.0,tt4990516,7.8,1649.0,1.682,7.0,10,1,Good
1666,tm270982,Layla M.,MOVIE,"['drama', 'european']",2016,0,1970-01-01 00:00:00.000000098,"['drama', 'european']",['NL'],0.0,tt5712152,6.7,1692.0,4.299,6.4,10,1,Average
1667,ts51367,Trailer Park Boys: Out of the Park: Europe,SHOW,"['action', 'crime', 'drama', 'comedy']",2016,TV-MA,1970-01-01 00:00:00.000000030,"['action', 'crime', 'drama', 'comedy']",['CA'],2.0,tt5937754,7.0,2285.0,7.035,6.2,10,0,Good
1668,tm274053,Asperger's Are Us,MOVIE,"['documentation', 'comedy', 'drama']",2016,0,1970-01-01 00:00:00.000000083,"['documentation', 'comedy', 'drama']",['US'],0.0,tt4991844,6.6,737.0,4.968,5.9,10,1,Average
1669,tm137557,Honeytrap,MOVIE,"['drama', 'crime', 'romance']",2015,0,1970-01-01 00:00:00.000000093,"['drama', 'crime', 'romance']",['GB'],0.0,tt4187514,5.9,758.0,2.663,4.8,11,1,Low Rated
1670,tm315345,City of Joy,MOVIE,"['documentation', 'crime', 'drama', 'thriller', 'war']",2016,0,1970-01-01 00:00:00.000000074,"['documentation', 'crime', 'drama', 'thriller', 'war']",['CD'],0.0,tt6290168,7.5,525.0,2.208,7.5,10,1,Good
1671,tm207668,ABCD 2,MOVIE,"['music', 'drama']",2015,PG,1970-01-01 00:00:00.000000154,"['music', 'drama']",['IN'],0.0,tt3679000,5.4,6258.0,5.018,5.6,11,1,Low Rated
1672,tm193378,Iliza Shlesinger: Freezing Hot,MOVIE,"['comedy', 'documentation']",2015,0,1970-01-01 00:00:00.000000071,"['comedy', 'documentation']",['US'],0.0,tt4074376,6.8,2572.0,4.925,6.6,11,1,Average
1673,ts21876,My Sunshine,SHOW,"['drama', 'romance']",2015,TV-PG,1970-01-01 00:00:00.000000045,"['drama', 'romance']",['CN'],1.0,tt6131630,6.6,185.0,9.643,6.5,11,0,Average
1674,tm275726,Carlos Ballarta: el amor es de putos,MOVIE,['comedy'],2016,0,1970-01-01 00:00:00.000000067,['comedy'],['MX'],0.0,tt6268852,7.0,232.0,3.98,6.7,10,1,Good
1675,tm307997,Offline: Are You Ready for the Next Level?,MOVIE,"['action', 'comedy', 'european']",2016,0,1970-01-01 00:00:00.000000091,"['action', 'comedy', 'european']",['DE'],0.0,tt5351044,5.0,775.0,20.082,5.4,10,1,Low Rated
1676,ts55556,A Touch of Green,SHOW,"['family', 'drama', 'war']",2015,TV-MA,1970-01-01 00:00:00.000000046,"['family', 'drama', 'war']",['TW'],1.0,tt5231950,8.4,314.0,7.483,9.0,11,0,Highly Rated
1677,tm149212,Olmo and the Seagull,MOVIE,"['drama', 'european', 'romance', 'family', 'documentation']",2015,0,1970-01-01 00:00:00.000000090,"['drama', 'european', 'romance', 'family', 'documentation']","['FR', 'PT', 'SE', 'DK', 'BR']",0.0,tt4160256,7.2,674.0,2.566,7.1,11,1,Good
1678,tm239933,7:19,MOVIE,"['thriller', 'drama', 'history']",2016,0,1970-01-01 00:00:00.000000094,"['thriller', 'drama', 'history']",['MX'],0.0,tt5979312,5.9,644.0,9.125,6.4,10,1,Low Rated
1679,tm327551,Born in Syria,MOVIE,"['documentation', 'european']",2016,0,1970-01-01 00:00:00.000000086,"['documentation', 'european']","['ES', 'DK']",0.0,tt5356680,7.7,279.0,2.526,7.1,10,1,Good
1680,tm233366,Te3n,MOVIE,"['thriller', 'drama']",2016,PG-13,1970-01-01 00:00:00.000000136,"['thriller', 'drama']",['IN'],0.0,tt4814290,7.3,12816.0,8.131,6.9,10,1,Good
1681,ts75897,Kulipari: An Army of Frogs,SHOW,"['action', 'animation', 'fantasy']",2016,0,1970-01-01 00:00:00.000000024,"['action', 'animation', 'fantasy']",['US'],2.0,tt6040768,6.9,254.0,6.244,7.4,10,0,Average
1682,tm263743,The Doll,MOVIE,"['thriller', 'horror']",2016,0,1970-01-01 00:00:00.000000106,"['thriller', 'horror']",['ID'],0.0,tt6011480,5.2,738.0,5.963,5.3,10,1,Low Rated
1683,tm494288,Brother Jekwu,MOVIE,"['comedy', 'crime']",2016,0,1970-01-01 00:00:00.000000103,"['comedy', 'crime']",['NG'],0.0,tt8857316,0.0,0.0,0.707,0.0,10,1,Low Rated
1684,tm247631,Clair Obscur,MOVIE,"['drama', 'european']",2016,0,1970-01-01 00:00:00.000000100,"['drama', 'european']",['TR'],0.0,tt4373956,6.5,2374.0,3.914,6.3,10,1,Average
1685,tm271974,Pettson and Findus: The Best Christmas Ever,MOVIE,"['family', 'animation', 'comedy', 'fantasy', 'european']",2016,0,1970-01-01 00:00:00.000000082,"['family', 'animation', 'comedy', 'fantasy', 'european']",['DE'],0.0,tt5858122,5.5,353.0,5.852,5.4,10,1,Low Rated
1686,tm246485,U Turn,MOVIE,"['horror', 'thriller', 'crime', 'drama']",2016,R,1970-01-01 00:00:00.000000120,"['horror', 'thriller', 'crime', 'drama']",['IN'],0.0,tt6684398,7.5,3310.0,3.343,6.7,10,1,Good
1687,ts42432,28 Faces of the Moon,SHOW,['drama'],2016,TV-14,1970-01-01 00:00:00.000000018,['drama'],['KR'],1.0,tt10145322,6.4,25.0,3.956,6.0,10,0,Average
1688,tm267017,I Love You,MOVIE,"['drama', 'comedy', 'romance', 'european']",2016,0,1970-01-01 00:00:00.000000098,"['drama', 'comedy', 'romance', 'european']",['SE'],0.0,tt5183654,4.7,983.0,3.857,4.5,10,1,Low Rated
1689,tm244842,Ordinary People,MOVIE,['drama'],2016,0,1970-01-01 00:00:00.000000107,['drama'],['PH'],0.0,tt5891626,7.3,498.0,3.296,6.3,10,1,Good
1690,tm247444,Poshter Girl,MOVIE,['comedy'],2016,PG-13,1970-01-01 00:00:00.000000140,['comedy'],['IN'],0.0,tt5323386,6.6,328.0,2.098,8.0,10,1,Average
1691,ts91990,The Creative Indians,SHOW,['documentation'],2016,TV-MA,1970-01-01 00:00:00.000000028,['documentation'],['US'],4.0,tt9583184,8.3,45.0,0.621,0.0,10,0,Highly Rated
1692,tm227044,Shaandaar,MOVIE,"['romance', 'drama', 'comedy']",2015,PG-13,1970-01-01 00:00:00.000000144,"['romance', 'drama', 'comedy']",['IN'],0.0,tt4007558,3.6,5612.0,5.132,4.9,11,1,Low Rated
1693,ts81898,Kazoops!,SHOW,"['family', 'fantasy', 'animation', 'comedy']",2016,0,1970-01-01 00:00:00.000000011,"['family', 'fantasy', 'animation', 'comedy']","['AU', 'GB']",3.0,tt6312916,7.5,122.0,1.284,8.0,10,0,Good
1694,ts38813,Bottersnikes & Gumbles,SHOW,"['action', 'animation', 'comedy', 'family']",2016,TV-Y7,1970-01-01 00:00:00.000000013,"['action', 'animation', 'comedy', 'family']","['AU', 'US', 'GB']",4.0,tt6015820,5.1,47.0,3.816,7.3,10,0,Low Rated
1695,tm138584,Hawaizaada,MOVIE,"['fantasy', 'drama']",2015,PG,1970-01-01 00:00:00.000000157,"['fantasy', 'drama']",['IN'],0.0,tt4338154,5.6,1910.0,1.792,6.0,11,1,Low Rated
1696,ts42371,Fangbone!,SHOW,"['animation', 'comedy', 'family', 'fantasy', 'action']",2016,TV-PG,1970-01-01 00:00:00.000000022,"['animation', 'comedy', 'family', 'fantasy', 'action']",['CA'],1.0,tt4358188,6.2,312.0,1.481,5.6,10,0,Average
1697,tm224255,Very Big Shot,MOVIE,"['thriller', 'action', 'crime', 'drama']",2015,R,1970-01-01 00:00:00.000000107,"['thriller', 'action', 'crime', 'drama']","['LB', 'QA']",0.0,tt4971824,7.1,1395.0,1.168,6.7,11,1,Good
1698,tm267419,Joe Rogan: Triggered,MOVIE,"['comedy', 'documentation']",2016,0,1970-01-01 00:00:00.000000063,"['comedy', 'documentation']",['US'],0.0,tt6023444,7.4,4447.0,4.341,6.7,10,1,Good
1699,tm155382,X: Past Is Present,MOVIE,"['drama', 'thriller', 'romance']",2015,PG-13,1970-01-01 00:00:00.000000105,"['drama', 'thriller', 'romance']",['IN'],0.0,tt5207116,5.1,699.0,1.487,5.7,11,1,Low Rated
1700,tm239764,David Cross: Making America Great Again,MOVIE,['comedy'],2016,0,1970-01-01 00:00:00.000000074,['comedy'],['US'],0.0,tt5943936,6.4,1647.0,4.239,6.7,10,1,Average
1701,tm240733,100 Meters,MOVIE,"['drama', 'comedy', 'european']",2016,0,1970-01-01 00:00:00.000000108,"['drama', 'comedy', 'european']",['ES'],0.0,tt5089786,7.5,6167.0,9.529,7.5,10,1,Good
1702,tm266622,Iliza Shlesinger: Confirmed Kills,MOVIE,['comedy'],2016,0,1970-01-01 00:00:00.000000077,['comedy'],['US'],0.0,tt6081882,6.6,2865.0,4.549,6.4,10,1,Average
1703,tm244758,Breaking the Bank,MOVIE,['comedy'],2016,0,1970-01-01 00:00:00.000000106,['comedy'],['GB'],0.0,tt3105662,4.8,928.0,3.571,4.5,10,1,Low Rated
1704,tm232931,Hannibal Buress: Comedy Camisado,MOVIE,['comedy'],2016,R,1970-01-01 00:00:00.000000067,['comedy'],['US'],0.0,tt5352432,6.6,1517.0,4.269,6.4,10,1,Average
1705,ts83454,"Have You Ever Fallen in Love, Miss Jiang?",SHOW,['drama'],2016,TV-14,1970-01-01 00:00:00.000000089,['drama'],['TW'],1.0,0,0.0,0.0,2.273,0.0,10,0,Low Rated
1706,tm217986,Bangistan,MOVIE,"['comedy', 'drama']",2015,PG-13,1970-01-01 00:00:00.000000135,"['comedy', 'drama']",['IN'],0.0,tt3422462,4.5,1273.0,2.835,6.4,11,1,Low Rated
1707,tm451222,Lang Tong,MOVIE,['thriller'],2015,0,1970-01-01 00:00:00.000000083,['thriller'],['SG'],0.0,tt6423578,4.8,307.0,3.034,4.0,11,1,Low Rated
1708,tm233648,"Trailer Park Boys: Drunk, High and Unemployed: Live In Austin",MOVIE,['comedy'],2015,0,1970-01-01 00:00:00.000000074,['comedy'],['XX'],0.0,tt5087462,6.5,1036.0,4.159,5.6,11,1,Average
1709,tm247767,Kiss of Life,MOVIE,"['comedy', 'romance', 'drama']",2015,G,1970-01-01 00:00:00.000000102,"['comedy', 'romance', 'drama']",['TR'],0.0,tt5348954,5.9,1248.0,3.297,4.3,11,1,Low Rated
1710,ts53346,Chasing Cameron,SHOW,['reality'],2016,TV-PG,1970-01-01 00:00:00.000000028,['reality'],['US'],1.0,tt6370626,3.8,501.0,1.968,5.8,10,0,Low Rated
1711,tm375681,S Storm,MOVIE,"['action', 'thriller', 'crime', 'drama']",2016,PG-13,1970-01-01 00:00:00.000000090,"['action', 'thriller', 'crime', 'drama']","['CN', 'HK']",0.0,tt5998744,5.2,697.0,3.625,5.7,10,1,Low Rated
1712,tm452046,Hans Teeuwen: Echte Rancune,MOVIE,['comedy'],2016,0,1970-01-01 00:00:00.000000103,['comedy'],['NL'],0.0,0,0.0,0.0,1.4,6.3,10,1,Low Rated
1713,tm238486,Theo Von: No Offense,MOVIE,"['comedy', 'documentation']",2016,0,1970-01-01 00:00:00.000000065,"['comedy', 'documentation']",['US'],0.0,tt5066564,5.6,864.0,2.977,6.4,10,1,Low Rated
1714,ts224440,If I were an Animal,SHOW,['documentation'],2016,TV-G,1970-01-01 00:00:00.000000010,['documentation'],['FR'],1.0,0,0.0,0.0,0.722,0.0,10,0,Low Rated
1715,tm232267,Mike Epps: Don't Take It Personal,MOVIE,['comedy'],2015,0,1970-01-01 00:00:00.000000060,['comedy'],['US'],0.0,tt5339586,4.4,274.0,3.226,4.6,11,1,Low Rated
1716,tm203056,Husband Factor,MOVIE,"['comedy', 'fantasy', 'romance', 'drama']",2015,PG-13,1970-01-01 00:00:00.000000108,"['comedy', 'fantasy', 'romance', 'drama']",['TR'],0.0,tt4899096,6.2,5031.0,4.02,5.7,11,1,Average
1717,tm272484,Michael Che Matters,MOVIE,['comedy'],2016,0,1970-01-01 00:00:00.000000060,['comedy'],['US'],0.0,tt6209400,7.2,2586.0,4.977,6.8,10,1,Good
1718,ts81027,Spark,SHOW,['drama'],2016,TV-14,1970-01-01 00:00:00.000000013,['drama'],['KR'],5.0,tt6409112,7.0,57.0,1.214,0.0,10,0,Good
1719,ts86089,Under the Black Moonlight,SHOW,"['drama', 'thriller', 'horror']",2016,TV-14,1970-01-01 00:00:00.000000010,"['drama', 'thriller', 'horror']",['KR'],1.0,tt7162436,5.0,56.0,2.682,4.0,10,0,Low Rated
1720,tm198496,Aziz Ansari: Live at Madison Square Garden,MOVIE,['comedy'],2015,0,1970-01-01 00:00:00.000000058,['comedy'],['US'],0.0,tt4530184,6.6,3247.0,6.299,6.7,11,1,Average
1721,ts41151,Hibana: Spark,SHOW,['drama'],2016,0,1970-01-01 00:00:00.000000053,['drama'],['JP'],1.0,tt5301958,7.9,798.0,5.713,7.8,10,0,Good
1722,tm201855,Katti Batti,MOVIE,"['romance', 'comedy', 'drama']",2015,0,1970-01-01 00:00:00.000000138,"['romance', 'comedy', 'drama']",['IN'],0.0,tt4467262,4.7,3137.0,2.601,5.6,11,1,Low Rated
1723,tm215265,Ave Maria,MOVIE,['comedy'],2015,0,1970-01-01 00:00:00.000000015,['comedy'],"['FR', 'DE', 'PS']",0.0,0,0.0,0.0,3.006,5.9,11,1,Low Rated
1724,tm240728,Patton Oswalt: Talking for Clapping,MOVIE,"['comedy', 'documentation']",2016,0,1970-01-01 00:00:00.000000065,"['comedy', 'documentation']",['US'],0.0,tt5457520,6.8,1971.0,3.899,6.5,10,1,Average
1725,tm233463,Husband Factor: Resurrection,MOVIE,"['comedy', 'family', 'romance', 'drama', 'fantasy']",2016,PG,1970-01-01 00:00:00.000000108,"['comedy', 'family', 'romance', 'drama', 'fantasy']",['TR'],0.0,tt5838944,5.4,297.0,3.726,6.1,10,1,Low Rated
1726,tm290157,XV Beyond the Tryline,MOVIE,"['documentation', 'sport']",2016,0,1970-01-01 00:00:00.000000091,"['documentation', 'sport']",['GB'],0.0,tt5254198,6.8,75.0,1.4,7.5,10,1,Average
1727,ts83450,Close Your Eyes Before It's Dark,SHOW,"['drama', 'crime']",2016,TV-14,1970-01-01 00:00:00.000000084,"['drama', 'crime']",['TW'],1.0,tt6506806,7.0,218.0,2.87,7.0,10,0,Good
1728,ts53017,Best Lover,SHOW,"['drama', 'romance']",2016,TV-14,1970-01-01 00:00:00.000000045,"['drama', 'romance']",['CN'],1.0,tt9874364,6.8,74.0,3.951,9.7,10,0,Average
1729,ts54117,Luna Petunia,SHOW,"['animation', 'family', 'fantasy']",2016,TV-Y,1970-01-01 00:00:00.000000024,"['animation', 'family', 'fantasy']",['CA'],3.0,tt4588068,6.2,58.0,2.504,8.0,10,0,Average
1730,tm271839,"Dana Carvey: Straight White Male, 60",MOVIE,['comedy'],2016,0,1970-01-01 00:00:00.000000064,['comedy'],['US'],0.0,tt6217368,6.4,1483.0,5.384,6.3,10,1,Average
1731,tm232710,A Second Chance,MOVIE,"['romance', 'drama', 'family', 'sport', 'documentation']",2015,0,1970-01-01 00:00:00.000000130,"['romance', 'drama', 'family', 'sport', 'documentation']",['PH'],0.0,tt5226380,8.6,47.0,3.425,7.1,11,1,Highly Rated
1732,tm234703,Soul Thieves,MOVIE,['horror'],2015,0,1970-01-01 00:00:00.000000088,['horror'],['MX'],0.0,tt4990706,5.0,275.0,5.002,5.6,11,1,Low Rated
1733,tm134052,Umrika,MOVIE,"['drama', 'comedy']",2015,0,1970-01-01 00:00:00.000000098,"['drama', 'comedy']",['IN'],0.0,tt3995590,6.6,1463.0,4.514,5.8,11,1,Average
1734,tm234069,Wedding Association 2: Circumcision,MOVIE,['comedy'],2015,PG-13,1970-01-01 00:00:00.000000107,['comedy'],['TR'],0.0,tt5114588,6.4,10261.0,5.328,6.3,11,1,Average
1735,ts53543,The Miracle,SHOW,"['drama', 'comedy', 'fantasy', 'music']",2016,TV-14,1970-01-01 00:00:00.000000018,"['drama', 'comedy', 'fantasy', 'music']",['KR'],1.0,tt6703344,6.3,210.0,10.889,8.0,10,0,Average
1736,ts82475,The Dream Job,SHOW,"['drama', 'family']",2016,TV-14,1970-01-01 00:00:00.000000044,"['drama', 'family']",['SG'],1.0,tt7131688,6.1,14.0,0.967,0.0,10,0,Average
1737,tm278279,One in a Billion,MOVIE,['documentation'],2016,0,1970-01-01 00:00:00.000000069,['documentation'],['US'],0.0,tt6045798,6.7,543.0,1.67,7.0,10,1,Average
1738,tm212968,Frank and Cindy,MOVIE,"['comedy', 'drama']",2015,0,1970-01-01 00:00:00.000000102,"['comedy', 'drama']",['US'],0.0,tt1239242,6.1,855.0,3.109,5.4,11,1,Average
1739,ts41485,Vanished 46,SHOW,"['scifi', 'action', 'crime', 'drama', 'thriller']",2016,TV-MA,1970-01-01 00:00:00.000000061,"['scifi', 'action', 'crime', 'drama', 'thriller']",['TR'],1.0,tt5606154,8.4,4269.0,3.44,7.8,10,0,Highly Rated
1740,tm211571,Niyazi Gül Dörtnala,MOVIE,"['comedy', 'drama', 'action']",2015,PG,1970-01-01 00:00:00.000000106,"['comedy', 'drama', 'action']",['TR'],0.0,tt4505260,4.5,3170.0,3.158,4.2,11,1,Low Rated
1741,tm230478,Brent Morin: I'm Brent Morin,MOVIE,['comedy'],2015,0,1970-01-01 00:00:00.000000067,['comedy'],['US'],0.0,tt5280664,6.5,688.0,2.743,7.3,11,1,Average
1742,tm244923,My Mother's Wound,MOVIE,"['drama', 'war']",2016,PG-13,1970-01-01 00:00:00.000000120,"['drama', 'war']",['TR'],0.0,tt5684860,7.3,3620.0,3.947,6.9,10,1,Good
1743,tm350374,Saawan,MOVIE,"['drama', 'thriller']",2016,0,1970-01-01 00:00:00.000000090,"['drama', 'thriller']",['PK'],0.0,tt5580778,7.4,239.0,2.717,7.4,10,1,Good
1744,tm233570,Beauty and the Bestie,MOVIE,"['comedy', 'drama', 'action']",2015,0,1970-01-01 00:00:00.000000119,"['comedy', 'drama', 'action']",['PH'],0.0,tt4842270,4.8,294.0,3.422,4.8,11,1,Low Rated
1745,tm554110,The CEO,MOVIE,"['drama', 'thriller']",2016,PG-13,1970-01-01 00:00:00.000000105,"['drama', 'thriller']",['NG'],0.0,tt5036924,5.7,121.0,1.482,0.0,10,1,Low Rated
1746,tm533845,Sam Kinison: The Scream Continues,MOVIE,['documentation'],2016,0,1970-01-01 00:00:00.000000029,['documentation'],['US'],0.0,tt6069058,6.1,39.0,1.225,7.0,10,1,Average
1747,ts84542,Magic Cellphone,SHOW,"['drama', 'comedy']",2016,TV-PG,1970-01-01 00:00:00.000000013,"['drama', 'comedy']",['KR'],1.0,tt7162434,4.1,21.0,2.159,10.0,10,0,Low Rated
1748,tm242906,Sila Samayangalil,MOVIE,['drama'],2016,0,1970-01-01 00:00:00.000000101,['drama'],['IN'],0.0,tt5877882,5.5,30.0,2.48,7.8,10,1,Low Rated
1749,ts253685,Secret of Success,SHOW,['drama'],2015,TV-14,1970-01-01 00:00:00.000000041,['drama'],['MY'],1.0,0,0.0,0.0,0.6,0.0,11,0,Low Rated
1750,ts36634,Diamond Lover,SHOW,"['comedy', 'drama']",2015,TV-PG,1970-01-01 00:00:00.000000045,"['comedy', 'drama']",['CN'],1.0,tt6058496,6.4,138.0,16.282,7.5,11,0,Average
1751,tm236705,Ricardo O'Farrill: Abrazo Genial,MOVIE,['comedy'],2016,0,1970-01-01 00:00:00.000000092,['comedy'],['MX'],0.0,tt5547496,5.5,113.0,1.113,5.2,10,1,Low Rated
1752,tm232947,Brahman Naman,MOVIE,['comedy'],2016,0,1970-01-01 00:00:00.000000094,['comedy'],"['GB', 'IN']",0.0,tt5240748,5.5,1884.0,3.764,5.6,10,1,Low Rated
1753,tm233121,Dedemin Fişi,MOVIE,"['comedy', 'family']",2016,PG,1970-01-01 00:00:00.000000100,"['comedy', 'family']",['TR'],0.0,tt5191238,5.5,3524.0,2.177,5.9,10,1,Low Rated
1754,tm245791,My Stupid Boss,MOVIE,"['comedy', 'drama']",2016,0,1970-01-01 00:00:00.000000106,"['comedy', 'drama']",['ID'],0.0,tt5514296,7.2,1511.0,2.154,6.8,10,1,Good
